Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
3.0450         -375.568     -393.521       17.953   620.1
3.0460         -375.549     -393.509       17.960   620.3
3.0470         -375.531     -393.497       17.966   620.5
3.0480         -375.514     -393.485       17.971   620.7
3.0490         -375.497     -393.473       17.976   620.8
3.0500         -375.480     -393.460       17.979   621.0
3.0510         -375.465     -393.447       17.982   621.1
3.0520         -375.450     -393.434       17.984   621.1
3.0530         -375.436     -393.421       17.985   621.2
3.0540         -375.422     -393.408       17.985   621.2
3.0550         -375.409     -393.394       17.985   621.1
3.0560         -375.397     -393.380       17.983   621.1
3.0570         -375.386     -393.367       17.981   621.0
3.0580         -375.375     -393.353       17.978   620.9
3.0590         -375.365     -393.339       17.974   620.8
3.0600         -375.355     -393.325       17.969   620.6
3.0610         -375.347     -393.310       17.964   620.4
3.0620         -375.338     -393.296       17.958   620.2
3.0630         -375.331     -393.282       17.951   620.0
3.0640         -375.325     -393.268       17.943   619.7
3.0650         -375.319     -393.253       17.934   619.4
3.0660         -375.313     -393.239       17.925   619.1
3.0670         -375.309     -393.224       17.915   618.7
3.0680         -375.305     -393.210       17.905   618.4
3.0690         -375.302     -393.195       17.893   618.0
3.0700         -375.299     -393.181       17.881   617.6
3.0710         -375.297     -393.166       17.869   617.1
3.0720         -375.296     -393.152       17.856   616.7
3.0730         -375.296     -393.137       17.842   616.2
3.0740         -375.296     -393.123       17.827   615.7
3.0750         -375.296     -393.109       17.812   615.2
3.0760         -375.298     -393.094       17.797   614.6
3.0770         -375.300     -393.080       17.781   614.1
3.0780         -375.302     -393.066       17.764   613.5
3.0790         -375.305     -393.052       17.747   612.9
3.0800         -375.309     -393.038       17.729   612.3
3.0810         -375.313     -393.024       17.711   611.7
3.0820         -375.318     -393.011       17.693   611.1
3.0830         -375.323     -392.997       17.674   610.4
3.0840         -375.329     -392.983       17.654   609.7
3.0850         -375.335     -392.970       17.635   609.1
3.0860         -375.342     -392.956       17.615   608.4
3.0870         -375.349     -392.943       17.594   607.6
3.0880         -375.357     -392.930       17.573   606.9
3.0890         -375.365     -392.917       17.552   606.2
3.0900         -375.374     -392.904       17.530   605.4
3.0910         -375.382     -392.891       17.508   604.7
3.0920         -375.392     -392.878       17.486   603.9
3.0930         -375.401     -392.865       17.464   603.2
3.0940         -375.412     -392.853       17.441   602.4
3.0950         -375.422     -392.840       17.418   601.6
3.0960         -375.433     -392.827       17.395   600.8
3.0970         -375.444     -392.815       17.371   600.0
3.0980         -375.455     -392.803       17.348   599.1
3.0990         -375.466     -392.790       17.324   598.3
3.1000         -375.478     -392.778       17.300   597.5
3.1010         -375.490     -392.766       17.276   596.7
3.1020         -375.503     -392.754       17.252   595.8
3.1030         -375.515     -392.742       17.227   595.0
3.1040         -375.528     -392.730       17.203   594.1
3.1050         -375.540     -392.719       17.178   593.3
3.1060         -375.553     -392.707       17.154   592.4
3.1070         -375.566     -392.696       17.129   591.6
3.1080         -375.579     -392.684       17.105   590.8
3.1090         -375.593     -392.673       17.081   589.9
3.1100         -375.606     -392.662       17.056   589.1
3.1110         -375.619     -392.651       17.032   588.2
3.1120         -375.633     -392.641       17.008   587.4
3.1130         -375.646     -392.631       16.984   586.6
3.1140         -375.660     -392.620       16.961   585.8
3.1150         -375.673     -392.610       16.937   585.0
3.1160         -375.686     -392.601       16.914   584.2
3.1170         -375.700     -392.591       16.892   583.4
3.1180         -375.713     -392.582       16.869   582.6
3.1190         -375.726     -392.573       16.847   581.9
3.1200         -375.739     -392.565       16.826   581.1
3.1210         -375.752     -392.557       16.804   580.4
3.1220         -375.765     -392.549       16.784   579.7
3.1230         -375.778     -392.541       16.763   579.0
3.1240         -375.790     -392.534       16.743   578.3
3.1250         -375.803     -392.527       16.724   577.6
3.1260         -375.815     -392.520       16.705   577.0
3.1270         -375.827     -392.514       16.687   576.3
3.1280         -375.839     -392.509       16.670   575.7
3.1290         -375.851     -392.503       16.653   575.1
3.1300         -375.862     -392.498       16.636   574.6
3.1310         -375.873     -392.494       16.621   574.0
3.1320         -375.884     -392.489       16.605   573.5
3.1330         -375.895     -392.486       16.591   573.0
3.1340         -375.905     -392.482       16.577   572.5
3.1350         -375.915     -392.479       16.564   572.1
3.1360         -375.925     -392.477       16.552   571.7
3.1370         -375.934     -392.475       16.541   571.3
3.1380         -375.943     -392.473       16.530   570.9
3.1390         -375.952     -392.472       16.520   570.6
3.1400         -375.961     -392.471       16.511   570.2
3.1410         -375.969     -392.471       16.502   569.9
3.1420         -375.977     -392.471       16.495   569.7
3.1430         -375.984     -392.472       16.488   569.4
3.1440         -375.991     -392.473       16.481   569.2
3.1450         -375.998     -392.474       16.476   569.0
3.1460         -376.004     -392.476       16.472   568.9
3.1470         -376.010     -392.478       16.468   568.8
3.1480         -376.016     -392.481       16.465   568.7
3.1490         -376.021     -392.484       16.463   568.6
3.1500         -376.026     -392.487       16.461   568.5
3.1510         -376.030     -392.491       16.461   568.5
3.1520         -376.034     -392.495       16.461   568.5
3.1530         -376.038     -392.500       16.462   568.6
3.1540         -376.041     -392.505       16.464   568.6
3.1550         -376.044     -392.510       16.467   568.7
3.1560         -376.046     -392.516       16.470   568.8
3.1570         -376.048     -392.522       16.475   569.0
3.1580         -376.049     -392.529       16.480   569.2
3.1590         -376.051     -392.536       16.486   569.4
3.1600         -376.051     -392.544       16.492   569.6
3.1610         -376.052     -392.551       16.500   569.9
3.1620         -376.052     -392.560       16.508   570.1
3.1630         -376.051     -392.568       16.517   570.5
3.1640         -376.050     -392.577       16.527   570.8
3.1650         -376.049     -392.586       16.538   571.2
3.1660         -376.047     -392.596       16.549   571.6
3.1670         -376.045     -392.606       16.561   572.0
3.1680         -376.043     -392.617       16.574   572.4
3.1690         -376.040     -392.627       16.588   572.9
3.1700         -376.036     -392.638       16.602   573.4
3.1710         -376.033     -392.650       16.617   573.9
3.1720         -376.029     -392.662       16.633   574.5
3.1730         -376.024     -392.674       16.649   575.0
3.1740         -376.020     -392.686       16.666   575.6
3.1750         -376.015     -392.699       16.684   576.2
3.1760         -376.009     -392.712       16.703   576.9
3.1770         -376.003     -392.725       16.722   577.5
3.1780         -375.997     -392.739       16.741   578.2
3.1790         -375.991     -392.753       16.762   578.9
3.1800         -375.984     -392.767       16.782   579.6
3.1810         -375.977     -392.781       16.804   580.4
3.1820         -375.970     -392.796       16.826   581.1
3.1830         -375.962     -392.810       16.848   581.9
3.1840         -375.955     -392.825       16.871   582.7
3.1850         -375.946     -392.841       16.894   583.5
3.1860         -375.938     -392.856       16.918   584.3
3.1870         -375.930     -392.872       16.942   585.1
3.1880         -375.921     -392.887       16.967   586.0
3.1890         -375.912     -392.903       16.991   586.8
3.1900         -375.903     -392.919       17.017   587.7
3.1910         -375.893     -392.935       17.042   588.6
3.1920         -375.884     -392.952       17.068   589.5
3.1930         -375.874     -392.968       17.094   590.4
3.1940         -375.864     -392.984       17.120   591.3
3.1950         -375.855     -393.000       17.146   592.2
3.1960         -375.845     -393.017       17.172   593.1
3.1970         -375.834     -393.033       17.199   594.0
3.1980         -375.824     -393.049       17.225   594.9
3.1990         -375.814     -393.066       17.252   595.8
3.2000         -375.804     -393.082       17.278   596.7
3.2010         -375.793     -393.098       17.305   597.7
3.2020         -375.783     -393.114       17.331   598.6
3.2030         -375.773     -393.130       17.357   599.5
3.2040         -375.763     -393.146       17.383   600.4
3.2050         -375.752     -393.162       17.409   601.3
3.2060         -375.742     -393.177       17.435   602.1
3.2070         -375.732     -393.192       17.460   603.0
3.2080         -375.722     -393.207       17.485   603.9
3.2090         -375.712     -393.222       17.510   604.7
3.2100         -375.702     -393.237       17.534   605.6
3.2110         -375.693     -393.251       17.558   606.4
3.2120         -375.683     -393.265       17.582   607.2
3.2130         -375.674     -393.279       17.605   608.0
